Sale_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Discount,Cost_Per_Unit
S002071,2026-08-19,C0425,P013,ST015,1,9936.85,0.02,6891.52
S002072,2026-08-05,C0060,P013,ST008,4,9867.17,0.0,6891.52
S002073,2025-07-29,C0213,P007,ST017,7,8569.32,0.0,5642.26
S002074,2025-06-02,C0250,P061,ST022,6,8488.89,0.0,5605.37
S002075,2026-11-16,C0249,P041,ST004,3,2808.4,0.05,2039.67
S002076,2026-03-09,C0805,P015,ST013,8,10212.56,0.0,7707.94
S002077,2026-08-18,C0915,P014,ST007,7,14655.26,0.0,9238.74
S002078,2025-10-15,C0153,P010,ST024,5,2626.53,0.0,1595.73
S002079,2025-05-07,C0501,P075,ST020,8,1078.73,0.02,738.97
S002080,2025-10-20,C0267,P047,ST008,4,5390.96,0.05,4501.3
S002081,2026-11-02,C0609,P028,ST021,6,10163.44,0.0,8027.52
S002082,2026-02-18,C0657,P014,ST005,2,14236.8,0.0,9238.74
S002083,2025-07-27,C0457,P034,ST021,7,3373.83,0.02,2211.93
S002084,2025-09-27,C0213,P012,ST017,7,7637.14,0.0,5785.38
S002085,2025-02-03,C0986,P052,ST011,5,13281.74,0.02,8471.56
S002086,2026-03-22,C0225,P088,ST014,3,7102.97,0.05,5917.07
S002087,2026-01-04,C0119,P055,ST003,7,14502.36,0.0,9400.32
S002088,2026-03-12,C0188,P089,ST010,8,13567.21,0.02,9447.14
S002089,2025-04-24,C0074,P082,ST019,2,17800.46,0.0,11120.16
S002090,2025-07-11,C0980,P044,ST022,2,6065.3,0.0,4727.0
S002091,2026-04-14,C0158,P089,ST021,8,12402.26,0.0,9447.14
S002092,2025-08-05,C0155,P029,ST024,7,8020.7,0.1,6795.13
S002093,2026-09-05,C0878,P011,ST024,4,13342.19,0.1,8103.73
S002094,2026-01-22,C0719,P010,ST007,1,1889.65,0.05,1595.73
S002095,2025-12-30,C0330,P061,ST010,8,7629.42,0.0,5605.37
S002096,2026-06-24,C0393,P090,ST007,7,1607.7,0.0,1222.08
S002097,2025-10-01,C0185,P062,ST024,4,4111.29,0.02,2627.77
S002098,2026-01-30,C0979,P090,ST002,7,1576.82,0.02,1222.08
S002099,2025-09-02,C0930,P060,ST007,2,15319.97,0.1,10855.58
S002100,2026-04-12,C0470,P020,ST011,7,7959.39,0.02,5381.43
S002101,2026-08-04,C0602,P060,ST002,5,13161.71,0.05,10855.58
S002102,2026-04-15,C0476,P090,ST021,3,1908.86,0.0,1222.08
S002103,2026-02-10,C0952,P056,ST016,2,11808.19,0.0,8673.46
S002104,2025-02-08,C0173,P071,ST003,6,8220.7,0.1,7113.15
S002105,2026-11-05,C0605,P027,ST010,8,5154.97,0.05,3699.73
S002106,2026-11-03,C0699,P089,ST008,7,11477.06,0.0,9447.14
S002107,2025-10-20,C0463,P001,ST025,8,3782.81,0.05,2598.92
S002108,2026-06-01,C0799,P024,ST025,8,3518.91,0.05,2998.79
S002109,2026-10-04,C0557,P028,ST018,1,11065.91,0.0,8027.52
S002110,2026-10-14,C0866,P026,ST007,8,4266.65,0.05,3556.26
S002111,2025-12-24,C0047,P001,ST006,2,4099.68,0.0,2598.92
S002112,2025-07-10,C0124,P029,ST003,6,9195.03,0.0,6795.13
S002113,2025-02-12,C0172,P072,ST006,8,12068.78,0.0,7885.7
S002114,2026-03-31,C0467,P049,ST025,7,2099.55,0.0,1636.57
S002115,2025-03-03,C0819,P031,ST010,5,13106.37,0.02,8055.68
S002116,2025-05-16,C0634,P036,ST025,1,1903.25,0.05,1308.06
S002117,2026-12-08,C0200,P038,ST024,8,7392.05,0.05,5677.06
S002118,2026-07-25,C0922,P034,ST014,6,3330.24,0.1,2211.93
S002119,2025-09-01,C0580,P019,ST024,2,872.4,0.15,612.11
S002120,2025-05-23,C0446,P056,ST017,3,12304.44,0.0,8673.46
S002121,2025-03-22,C0197,P014,ST005,2,13960.72,0.0,9238.74
S002122,2025-01-21,C0165,P089,ST025,5,12392.02,0.02,9447.14
S002123,2025-04-04,C0890,P001,ST008,5,3132.6,0.0,2598.92
S002124,2026-05-18,C0194,P012,ST025,3,7116.59,0.0,5785.38
S002125,2026-01-20,C0109,P006,ST007,1,12276.94,0.0,9423.57
S002126,2026-09-28,C0460,P072,ST016,1,12116.75,0.0,7885.7
S002127,2026-02-11,C0972,P085,ST012,5,8996.5,0.05,7193.26
S002128,2025-04-27,C0962,P047,ST009,4,6636.37,0.0,4501.3
S002129,2025-03-28,C0903,P023,ST017,2,12274.72,0.02,10277.49
S002130,2026-03-24,C0224,P018,ST001,6,5823.2,0.05,3821.41
S002131,2025-06-02,C0881,P042,ST025,7,9774.2,0.1,8431.76
S002132,2026-05-05,C0609,P029,ST020,4,9290.01,0.05,6795.13
S002133,2025-10-08,C0076,P073,ST021,6,1659.08,0.1,1242.22
S002134,2026-01-08,C0629,P090,ST001,5,1770.99,0.05,1222.08
S002135,2026-10-22,C0853,P050,ST018,7,18250.98,0.02,11552.3
S002136,2026-10-02,C0187,P063,ST020,5,5615.11,0.02,3844.99
S002137,2026-02-10,C0799,P009,ST023,5,2995.8,0.1,1892.61
S002138,2025-07-29,C0433,P071,ST010,2,9675.06,0.02,7113.15
S002139,2025-06-04,C0950,P025,ST013,4,1381.83,,935.06
S002140,2025-08-17,C0657,P010,ST001,4,2103.54,0.02,1595.73
S002141,2026-10-21,C0926,P036,ST024,3,1846.22,0.1,1308.06
S002142,2026-03-19,C0361,P023,ST019,4,16150.02,0.0,10277.49
S002143,2025-08-19,C0225,P036,ST015,3,1976.08,0.0,1308.06
S002144,2026-12-21,C0849,P047,ST007,6,6439.02,0.0,4501.3
S002145,2025-07-01,C0287,P057,ST004,8,8741.88,0.0,5530.0
S002146,2025-11-18,C0646,P026,ST008,2,5221.15,0.0,3556.26
S002147,2026-07-15,C0620,P016,ST010,3,8837.42,0.05,6754.56
S002148,2026-03-19,C0136,P003,ST009,5,13739.7,0.0,9496.36
S002149,2025-06-15,C0456,P028,ST001,1,13095.41,0.0,8027.52
S002150,2026-03-21,C0697,P084,ST018,6,6422.56,0.02,4325.72
S002151,2026-08-04,C0774,P046,ST025,4,9809.1,0.05,7655.82
S002152,2026-09-04,C0996,P004,ST006,8,10497.01,0.05,8062.0
S002153,2025-03-29,C0778,P061,ST003,2,8292.22,0.02,5605.37
S002154,2025-09-07,C0013,P088,ST002,2,6930.03,0.02,5917.07
S002155,2026-08-12,C0368,P067,ST022,3,14235.01,0.02,9162.6
S002156,2026-07-30,C0514,P012,ST003,5,6980.66,0.05,5785.38
S002157,2025-02-04,C0016,P055,ST019,5,11369.18,0.05,9400.32
S002158,2026-06-29,C0207,P032,ST024,8,6394.2,0.02,5025.05
S002159,2026-03-02,C0605,P025,ST013,6,1162.09,0.05,935.06
S002160,2025-09-22,C0907,P087,ST004,3,16164.71,0.1,11513.07
S002161,2025-03-16,C0182,P075,ST012,2,1012.48,0.0,738.97
S002162,2025-11-22,C0160,P032,ST016,5,7857.5,0.0,5025.05
S002163,2026-08-20,C0202,P033,ST023,4,15676.36,0.1,9814.74
S002164,2025-11-07,C0536,P010,ST009,3,1972.27,0.0,1595.73
S002165,2025-04-28,C0076,P030,ST020,2,11803.3,0.02,9460.8
S002166,2026-05-23,C0326,P048,ST018,5,1836.61,0.15,1279.89
S002167,2026-01-08,C0368,P063,ST023,8,6188.57,0.1,3844.99
S002168,2025-04-23,C0893,P057,ST011,4,6831.5,0.05,5530.0
S002169,2025-12-08,C0461,P032,ST010,7,7183.49,0.0,5025.05
S002170,2025-10-13,C0680,P051,ST002,6,15344.56,0.0,10925.82
S002171,2025-03-09,C0894,P038,ST024,5,7823.08,0.02,5677.06
S002172,2025-11-25,C0703,P036,ST010,1,2075.57,0.0,1308.06
S002173,2026-11-17,C0500,P057,ST025,7,7914.64,0.0,5530.0
S002174,2025-02-18,C0957,P056,ST001,7,12173.26,0.02,8673.46
S002175,2026-05-05,C0788,P061,ST025,1,7561.49,0.0,5605.37
S002176,2026-01-11,C0690,P029,ST005,5,10696.16,0.05,6795.13
S002177,2025-02-06,C0885,P043,ST015,5,7455.83,0.1,5492.34
S002178,2026-07-11,C0357,P054,ST013,6,18579.61,0.05,11637.82
S002179,2025-11-25,C0560,P064,ST009,5,8319.41,0.05,7055.83
S002180,2025-06-01,C0807,P064,ST020,1,11457.94,0.02,7055.83
S002181,2025-06-06,C0185,P071,ST023,8,11144.09,0.15,7113.15
S002182,2026-10-20,C0620,P074,ST010,2,6906.45,0.05,5135.74
S002183,2026-11-15,C0309,P084,ST004,5,6869.19,0.02,4325.72
S002184,2025-05-30,C0851,P051,ST016,8,14870.85,0.05,10925.82
S002185,2025-02-21,C0239,P073,ST006,7,1611.93,0.0,1242.22
S002186,2026-08-22,C0448,P080,ST007,2,11156.34,0.0,7154.82
S002187,2025-12-01,C0799,P088,ST024,3,8578.61,0.0,5917.07
S002188,2026-10-26,C0796,P029,ST004,6,11134.39,0.02,6795.13
S002189,2025-12-15,C0128,P090,ST002,7,1540.73,0.05,1222.08
S002190,2026-09-04,C0007,P003,ST009,5,12643.64,0.02,9496.36
S002191,2026-06-20,C0600,P025,ST007,7,1191.33,0.02,935.06
S002192,2025-11-28,C0565,P087,ST007,6,17138.04,0.0,11513.07
S002193,2025-06-19,C0823,P075,ST001,4,1211.5,0.1,738.97
S002194,2026-09-29,C0620,P016,ST010,8,9280.79,0.05,6754.56
S002195,2026-06-19,C0733,P072,ST024,5,10558.0,0.0,7885.7
S002196,2025-10-31,C0397,P024,ST013,7,4500.43,0.0,2998.79
S002197,2025-06-09,C0904,P035,ST018,3,690.12,0.02,516.87
S002198,2026-02-12,C0752,P047,ST023,6,6871.65,0.02,4501.3
S002199,2025-09-13,C0231,P022,ST018,8,7280.15,0.05,5050.21
S002200,2025-12-15,C0896,P071,ST017,3,11186.45,0.0,7113.15
S002201,2025-03-23,C0458,P075,ST014,6,1168.63,0.05,738.97
S002202,2026-06-12,C0331,P001,ST009,8,4206.35,0.02,2598.92
S002203,2025-04-16,C0778,P028,ST002,4,13048.21,0.05,8027.52
S002204,2026-09-03,C0395,P017,ST004,1,9608.92,0.02,6820.68
S002205,2025-06-25,C0907,P010,ST004,4,1999.31,0.05,1595.73
S002206,2025-04-22,C0349,P051,ST015,4,15833.6,0.1,10925.82
S002207,2025-12-05,C0228,P059,ST019,5,2087.22,0.05,1382.59
S002208,2026-06-27,C0490,P004,ST019,5,11131.57,0.02,8062.0
S002209,2026-12-27,C0540,P032,ST007,6,7234.51,0.02,5025.05
S002210,2025-11-09,C0127,P063,ST007,3,5144.97,0.05,3844.99
S002211,2025-10-22,C0746,P001,ST009,1,3634.59,0.0,2598.92
S002212,2025-03-03,C0520,P027,ST008,5,5981.42,0.05,3699.73
S002213,2026-02-10,C0626,P035,ST001,3,661.74,0.1,516.87
S002214,2026-08-03,C0544,P088,ST013,1,7519.62,0.1,5917.07
S002215,2026-03-12,C0506,P078,ST025,2,2989.28,0.0,1948.16
S002216,2025-08-23,C0376,P014,ST005,6,15100.26,0.02,9238.74
S002217,2026-01-03,C0442,P020,ST013,1,6358.21,0.1,5381.43
S002218,2025-10-22,C0057,P076,ST014,6,7789.64,0.02,6054.39
S002219,2025-04-14,C0267,P037,ST008,3,12848.35,0.1,8737.72
S002220,2026-02-04,C0306,P004,ST021,5,12906.14,0.0,8062.0
S002221,2025-09-05,C0106,P087,ST022,2,16520.45,0.05,11513.07
S002222,2026-09-11,C0438,P042,ST017,5,13804.79,0.0,8431.76
S002223,2026-09-14,C0326,P046,ST020,1,11267.59,0.05,7655.82
S002224,2025-05-10,C0581,P078,ST011,7,2596.77,0.1,1948.16
S002225,2026-07-24,C0105,P073,ST017,5,1705.65,0.1,1242.22
S002226,2025-07-19,C0041,P085,ST023,4,11078.77,0.05,7193.26
S002227,2026-05-13,C0437,P067,ST022,8,12819.67,0.05,9162.6
S002228,2026-11-23,C0857,P048,ST017,6,1537.18,0.02,1279.89
S002229,2026-10-24,C0566,P068,ST014,2,13393.02,0.05,8703.69
S002230,2026-02-01,C0269,P078,ST005,5,2783.05,0.0,1948.16
S002231,2025-08-07,C0856,P050,ST013,6,15947.89,0.0,11552.3
S002232,2026-08-20,C0496,P068,ST003,7,12495.26,0.0,8703.69
S002233,2025-04-26,C0548,P015,ST024,3,10548.83,0.05,7707.94
S002234,2025-08-27,C0841,P029,ST023,1,10505.39,0.05,6795.13
S002235,2025-12-01,C0512,P082,ST023,3,13845.73,0.0,11120.16
S002236,2026-07-22,C0929,P020,ST004,5,7638.3,0.1,5381.43
S002237,2026-12-08,C0467,P066,ST022,2,12449.62,0.05,10315.22
S002238,2026-10-07,C0967,P011,ST004,1,10223.04,0.05,8103.73
S002239,2026-03-20,C0973,P008,ST014,8,9095.92,0.0,6932.71
S002240,2025-07-15,C0872,P011,ST014,6,12297.08,,8103.73
S002241,2025-09-22,C0547,P029,ST011,3,11055.23,0.02,6795.13
S002242,2026-09-14,C0955,P069,ST016,1,6993.72,0.05,5327.09
S002243,2025-05-21,C0837,P083,ST010,5,10954.74,0.0,7077.47
S002244,2025-06-09,C0183,P043,ST008,4,8911.16,0.05,5492.34
S002245,2025-09-25,C0939,P001,ST016,3,3075.74,0.05,2598.92
S002246,2025-02-11,C0248,P063,ST024,3,5594.37,0.05,3844.99
S002247,2025-03-14,C0318,P001,ST011,1,3948.91,0.0,2598.92
S002248,2025-11-25,C0727,P051,ST025,1,17525.06,0.1,10925.82
S002249,2026-08-13,C0787,P042,ST001,6,13245.8,0.02,8431.76
S002250,2025-10-30,C0600,P045,ST007,2,4507.83,0.05,3792.77
S002251,2026-11-04,C0955,P075,ST016,2,1082.97,0.02,738.97
S002252,2026-09-09,C0903,P085,ST017,7,11446.01,0.15,7193.26
S002253,2025-05-29,C0919,P065,ST011,7,2878.76,0.05,2327.08
S002254,2026-05-18,C0384,P086,ST017,4,642.29,0.05,517.95
S002255,2025-05-31,C1000,P048,ST018,8,1828.24,0.0,1279.89
S002256,2025-04-25,C0360,P019,ST012,3,974.3,0.02,612.11
S002257,2025-10-12,C0285,P079,ST015,4,2332.03,0.0,1464.98
S002258,2025-11-07,C0345,P071,ST005,1,10175.11,0.1,7113.15
S002259,2026-07-03,C0325,P057,ST017,5,8934.01,0.02,5530.0
S002260,2025-07-23,C0254,P020,ST020,8,7327.15,0.02,5381.43
S002261,2026-05-08,C0686,P017,ST001,2,9489.94,0.1,6820.68
S002262,2026-08-14,C0070,P026,ST012,5,5369.92,0.05,3556.26
S002263,2026-04-02,C0211,P053,ST014,8,5336.38,0.0,3373.97
S002264,2026-05-19,C0467,P067,ST025,6,11976.51,0.0,9162.6
S002265,2026-07-23,C0974,P018,ST025,4,5576.75,0.0,3821.41
S002266,2025-06-19,C0072,P076,ST017,1,7335.69,0.02,6054.39
S002267,2026-01-30,C1000,P031,ST021,8,11681.75,0.0,8055.68
S002268,2025-11-09,C0384,P014,ST015,4,12203.84,0.02,9238.74
S002269,2026-04-03,C0297,P080,ST001,8,11313.55,0.0,7154.82
S002270,2026-12-15,C0749,P054,ST003,5,13931.49,0.1,11637.82
S002271,2026-03-19,C0502,P014,ST020,5,11207.51,0.02,9238.74
S002272,2026-12-05,C0196,P085,ST016,2,11753.09,0.05,7193.26
S002273,2025-11-14,C0525,P070,ST007,1,12260.49,0.1,7620.88
S002274,2026-10-01,C0896,P078,ST017,6,2573.97,0.1,1948.16
S002275,2026-04-09,C0199,P016,ST004,5,8725.76,0.05,6754.56
S002276,2025-11-13,C0901,P008,ST004,4,9892.53,0.02,6932.71
S002277,2026-07-06,C0499,P010,ST018,8,2346.79,0.02,1595.73
S002278,2025-02-05,C0418,P088,ST011,3,6957.9,0.05,5917.07
S002279,2026-05-09,C0720,P041,ST011,5,3097.8,0.0,2039.67
S002280,2026-10-15,C0633,P063,ST015,2,4794.83,0.05,3844.99
S002281,2025-07-12,C0668,P026,ST004,7,5402.52,0.1,3556.26
S002282,2026-10-18,C0888,P071,ST007,3,10429.22,0.02,7113.15
S002283,2025-06-20,C0049,P032,ST018,2,6014.83,0.05,5025.05
S002284,2025-01-01,C0079,P090,ST025,5,1929.53,0.05,1222.08
S002285,2026-04-18,C0482,P019,ST011,2,877.28,0.02,612.11
S002286,2026-11-05,C0927,P090,ST007,2,1675.64,0.0,1222.08
S002287,2025-12-17,C0800,P036,ST004,3,1725.92,0.05,1308.06
S002288,2026-05-26,C0826,P012,ST013,8,6782.55,0.05,5785.38
S002289,2026-08-19,C0749,P063,ST004,8,5782.47,0.0,3844.99
S002290,2025-09-29,C0673,P011,ST023,2,10007.08,0.05,8103.73
S002291,2026-09-23,C0656,P064,ST009,5,10307.28,0.05,7055.83
S002292,2026-05-16,C0794,P003,ST020,8,11303.12,0.05,9496.36
S002293,2025-10-21,C0526,P020,ST019,5,6906.97,0.05,5381.43
S002294,2025-07-12,C0382,P078,ST008,6,2834.81,0.05,1948.16
S002295,2025-10-20,C0047,P070,ST007,8,9261.84,0.0,7620.88
S002296,2026-04-30,C0308,P078,ST016,8,2558.27,0.0,1948.16
S002297,2026-01-13,C0421,P003,ST004,2,14705.84,0.02,9496.36
S002298,2025-10-22,C0844,P077,ST012,1,5713.76,0.05,4125.87
S002299,2026-06-02,C0214,P077,ST017,6,5777.97,0.05,4125.87
S002300,2025-07-19,C0166,P036,ST011,7,1707.98,0.0,1308.06
S002301,2026-12-20,C0046,P064,ST020,4,11261.37,0.0,7055.83
S002302,2026-10-08,C0643,P022,ST011,8,6423.38,0.02,5050.21
S002303,2025-02-06,C0248,P010,ST023,5,2224.57,0.1,1595.73
S002304,2026-11-09,C0624,P076,ST005,6,9302.53,0.0,6054.39
S002305,2026-04-12,C0857,P084,ST016,3,7068.92,0.05,4325.72
S002306,2026-11-29,C0621,P090,ST018,5,1776.63,0.05,1222.08
S002307,2025-10-05,C0631,P008,ST002,3,9061.8,0.0,6932.71
S002308,2026-03-29,C0211,P048,ST015,7,2088.99,0.05,1279.89
S002309,2026-03-27,C0689,P080,ST024,3,8777.27,0.0,7154.82
S002310,2025-06-09,C0109,P066,ST007,5,13320.3,0.1,10315.22
S002311,2025-03-31,C0321,P033,ST016,5,15964.63,0.05,9814.74
S002312,2026-12-20,C0794,P023,ST020,8,14904.7,0.1,10277.49
S002313,2025-04-22,C0993,P050,ST002,6,13503.04,0.0,11552.3
S002314,2026-01-02,C0005,P073,ST011,3,1461.79,0.02,1242.22
S002315,2026-07-30,C0526,P056,ST021,6,10111.11,0.05,8673.46
S002316,2026-05-07,C0149,P060,ST011,3,15288.97,0.1,10855.58
S002317,2026-05-22,C0022,P071,ST025,4,10056.86,0.05,7113.15
S002318,2026-06-17,C0167,P008,ST006,3,11385.74,0.15,6932.71
S002319,2026-03-05,C0927,P022,ST009,2,7032.07,0.0,5050.21
S002320,2025-06-17,C0669,P078,ST010,1,2341.37,0.0,1948.16
S002321,2026-09-18,C0303,P030,ST020,3,13986.0,0.05,9460.8
S002322,2025-12-10,C0337,P030,ST012,6,12233.13,0.05,9460.8
S002323,2025-04-05,C0703,P084,ST012,4,6648.9,0.1,4325.72
S002324,2026-12-18,C0148,P008,ST007,6,8660.23,0.0,6932.71
S002325,2026-03-22,C0559,P067,ST014,8,14520.24,0.05,9162.6
S002326,2026-06-11,C0914,P088,ST005,8,9316.6,0.0,5917.07
S002327,2025-07-12,C0358,P067,ST014,6,10590.35,0.0,9162.6
S002328,2026-12-14,C0327,P089,ST016,3,14725.37,0.0,9447.14
S002329,2025-08-31,C0600,P065,ST009,5,2843.77,0.05,2327.08
S002330,2025-10-24,C0522,P006,ST022,8,14364.0,0.15,9423.57
S002331,2025-03-27,C0638,P069,ST005,7,8023.95,0.02,5327.09
S002332,2026-02-07,C0214,P073,ST016,1,1949.22,0.05,1242.22
S002333,2026-10-29,C0563,P059,ST005,8,1975.46,0.0,1382.59
S002334,2026-06-23,C0884,P078,ST011,6,2941.93,0.05,1948.16
S002335,2025-11-13,C0218,P014,ST019,2,11944.82,0.05,9238.74
S002336,2026-11-05,C0890,P089,ST009,6,13690.33,0.0,9447.14
S002337,2026-09-01,C0856,P056,ST011,7,10457.86,0.15,8673.46
S002338,2025-03-01,C0328,P024,ST025,3,3825.75,0.05,2998.79
S002339,2025-09-21,C0692,P072,ST012,2,9129.34,0.02,7885.7
S002340,2026-01-10,C0060,P086,ST007,7,625.08,0.0,517.95
S002341,2025-03-15,C0669,P018,ST012,4,5274.88,0.1,3821.41
S002342,2026-01-29,C0108,P079,ST008,5,2212.41,0.0,1464.98
S002343,2026-09-21,C0558,P078,ST016,3,3151.32,0.05,1948.16
S002344,2026-07-29,C0411,P034,ST013,8,2792.96,0.05,2211.93
S002345,2025-03-18,C0178,P079,ST020,4,1746.97,0.05,1464.98
S002346,2026-11-01,C0190,P078,ST008,7,2922.91,0.0,1948.16
S002347,2026-04-30,C0920,P042,ST021,2,13791.85,0.05,8431.76
S002348,2026-02-02,C0589,P009,ST013,1,2365.02,0.0,1892.61
S002349,2026-08-08,C0478,P032,ST009,4,7511.87,0.0,5025.05
S002350,2026-01-23,C0625,P028,ST022,8,9974.23,0.05,8027.52
S002351,2026-06-17,C0627,P048,ST002,8,1493.66,0.0,1279.89
S002352,2026-06-26,C0872,P079,ST014,2,2214.23,0.05,1464.98
S002353,2025-02-09,C0748,P067,ST005,8,11050.21,0.1,9162.6
S002354,2026-01-24,C0503,P032,ST002,6,6325.78,0.0,5025.05
S002355,2026-07-25,C0178,P061,ST019,3,8537.77,0.02,5605.37
S002356,2025-07-20,C0326,P051,ST020,7,15934.12,0.02,10925.82
S002357,2026-09-14,C0290,P050,ST020,5,18010.36,0.02,11552.3
S002358,2026-11-17,C0461,P039,ST010,8,3426.76,0.0,2144.94
S002359,2025-04-15,C0652,P033,ST007,6,15838.13,0.05,9814.74
S002360,2026-10-05,C0276,P084,ST002,8,5045.7,0.02,4325.72
S002361,2026-10-18,C0884,P049,ST010,2,2066.5,0.0,1636.57
S002362,2026-02-14,C0809,P071,ST023,1,9934.53,0.0,7113.15
S002363,2026-07-15,C0707,P025,ST008,8,1288.52,0.0,935.06
S002364,2026-06-02,C0850,P090,ST020,1,1873.67,0.0,1222.08
S002365,2025-07-25,C0867,P001,ST023,7,3797.37,0.05,2598.92
S002366,2026-02-11,C0817,P046,ST019,1,10394.9,0.1,7655.82
S002367,2025-01-25,C0042,P045,ST023,4,5810.35,0.05,3792.77
S002368,2026-02-12,C0885,P089,ST015,7,12821.77,0.05,9447.14
S002369,2026-07-31,C0461,P011,ST013,2,11757.55,0.0,8103.73
S002370,2026-08-23,C0668,P058,ST002,3,4085.61,0.05,3448.84
S002371,2025-09-01,C0853,P047,ST019,3,6474.86,0.0,4501.3
S002372,2025-01-05,C0928,P044,ST021,3,7494.67,0.0,4727.0
S002373,2025-05-23,C0405,P041,ST003,5,3306.88,0.02,2039.67
S002374,2026-07-08,C0377,P075,ST006,1,1065.49,0.02,738.97
S002375,2025-10-03,C0248,P044,ST023,3,7440.8,0.0,4727.0
S002376,2026-07-13,C0441,P006,ST010,8,12837.05,0.05,9423.57
S002377,2026-04-25,C0086,P021,ST022,4,3737.23,0.05,2771.37
S002378,2026-10-16,C0359,P090,ST007,5,1435.51,0.0,1222.08
S002379,2025-11-09,C0884,P031,ST011,3,9416.73,0.0,8055.68
S002380,2026-03-26,C0217,P090,ST020,4,1556.22,0.0,1222.08
S002381,2026-09-10,C0107,P067,ST015,8,11802.25,0.1,9162.6
S002382,2026-05-16,C0577,P070,ST016,5,9575.06,0.0,7620.88
S002383,2026-05-01,C0608,P022,ST012,3,6586.87,0.0,5050.21
S002384,2026-05-18,C0189,P064,ST015,2,9665.61,0.0,7055.83
S002385,2026-01-12,C0251,P027,ST014,6,5985.1,0.1,3699.73
S002386,2026-02-08,C0580,P020,ST025,4,8067.74,0.1,5381.43
S002387,2026-04-22,C0182,P009,ST013,6,2186.42,0.05,1892.61
S002388,2026-07-14,C0111,P011,ST015,1,12486.66,0.05,8103.73
S002389,2025-01-16,C0285,P074,ST015,4,7080.93,0.15,5135.74
S002390,2026-09-14,C0369,P059,ST012,2,2174.8,0.02,1382.59
S002391,2025-10-12,C0202,P006,ST022,1,11026.86,0.05,9423.57
S002392,2025-03-23,C0836,P089,ST016,4,11292.62,0.02,9447.14
S002393,2026-10-18,C0747,P058,ST009,6,4143.82,0.02,3448.84
S002394,2026-04-22,C0673,P061,ST023,3,7587.09,0.05,5605.37
S002395,2025-09-23,C0590,P003,ST011,8,14605.79,0.0,9496.36
S002396,2025-06-12,C0829,P058,ST011,4,4781.68,0.05,3448.84
S002397,2025-05-06,C0008,P022,ST010,1,7504.38,0.02,5050.21
S002398,2025-03-18,C0807,P048,ST020,4,1737.33,0.0,1279.89
S002399,2025-05-19,C0654,P075,ST005,4,1183.14,0.0,738.97
S002400,2025-03-11,C0539,P078,ST003,1,2999.78,0.0,1948.16
S002401,2025-01-03,C0209,P083,ST015,1,8770.12,0.05,7077.47
S002402,2026-04-19,C0428,P023,ST003,1,14320.47,0.05,10277.49
S002403,2025-03-12,C0171,P069,ST011,5,7343.16,0.0,5327.09
S002404,2026-05-31,C0752,P008,ST024,3,8562.2,0.0,6932.71
S002405,2025-12-15,C0698,P026,ST022,1,4326.94,0.0,3556.26
S002406,2025-06-21,C0955,P031,ST014,5,12202.92,0.05,8055.68
S002407,2025-04-20,C0734,P072,ST009,4,11993.21,0.05,7885.7
S002408,2026-12-03,C0384,P074,ST015,7,6134.22,0.05,5135.74
S002409,2026-09-25,C0780,P051,ST010,2,15869.86,0.0,10925.82
S002410,2026-10-14,C0764,P030,ST012,8,13916.89,0.1,9460.8
S002411,2026-06-11,C0708,P078,ST021,1,2702.26,0.05,1948.16
S002412,2025-09-09,C0896,P002,ST017,2,417.53,0.0,336.51
S002413,2025-06-03,C0045,P079,ST020,2,1767.69,0.0,1464.98
S002414,2026-02-28,C0877,P021,ST019,3,3329.53,0.0,2771.37
S002415,2026-03-17,C0549,P045,ST021,7,4954.56,0.1,3792.77
S002416,2025-05-06,C0384,P030,ST017,4,11604.0,0.0,9460.8
S002417,2025-12-19,C0217,P071,ST021,8,11358.46,0.02,7113.15
S002418,2025-11-14,C0868,P040,ST008,1,8123.4,0.1,6137.28
S002419,2025-03-18,C0959,P069,ST023,3,8298.29,0.05,5327.09
S002420,2026-05-05,C0256,P061,ST010,4,8297.92,0.05,5605.37
S002421,2025-09-21,C0859,P043,ST023,6,6905.47,0.05,5492.34
S002422,2025-05-10,C0013,P067,ST005,7,10791.66,0.02,9162.6
S002423,2026-10-31,C0795,P037,ST021,3,10486.57,0.02,8737.72
S002424,2026-08-24,C0597,P016,ST002,8,8083.93,0.0,6754.56
S002425,2025-07-11,C0939,P089,ST017,4,14862.69,0.02,9447.14
S002426,2026-09-12,C0535,P007,ST014,7,8941.93,0.05,5642.26
S002427,2025-09-22,C1000,P080,ST021,8,9274.93,0.15,7154.82
S002428,2025-03-25,C0526,P073,ST018,2,1741.01,0.05,1242.22
S002429,2026-09-06,C0853,P074,ST021,4,7070.69,0.0,5135.74
S002430,2025-02-05,C0894,P084,ST023,2,6326.09,0.05,4325.72
S002431,2025-12-14,C0111,P051,ST016,6,15985.08,0.0,10925.82
S002432,2026-06-07,C0361,P050,ST020,5,15163.53,0.05,11552.3
S002433,2026-04-09,C0374,P075,ST008,7,1134.09,,738.97
S002434,2025-04-18,C0541,P041,ST004,3,2995.6,0.0,2039.67
S002435,2026-05-02,C0534,P052,ST020,2,12757.2,0.05,8471.56
S002436,2026-11-30,C0836,P004,ST017,2,11821.88,0.02,8062.0
S002437,2025-12-27,C0501,P003,ST019,6,14015.21,0.02,9496.36
